sig_id,group
id_3723f033a,105
id_37277331a,161
id_372fa5caa,5
id_373102be0,1
id_3732411a3,25
id_37343de8d,105
id_3734796cf,47
id_3738db22d,1
id_373bf2654,416
id_373c33f45,1
id_373c3fe04,287
id_373d44a90,262
id_37406a2a3,326
id_3742eaf07,1
id_3744ea00a,221
id_374b561d6,13
id_3751162f6,216
id_3752ab696,1
id_3753d5d4a,1
id_3757344f5,53
id_375f3ee90,5
id_3761a52ca,571
id_3762eab12,26
id_37677479d,56
id_376929cc5,1
id_376a81e06,76
id_376c2e3ed,573
id_376fe2795,170
id_3772b4c56,94
id_3774516d3,330
id_37757df9b,1
id_377594df0,127
id_3777f2ea6,5
id_3777f6341,232
id_37795a75f,156
id_377b85b26,194
id_37823d70d,13
id_378391037,493
id_378537761,80
id_37855f6ca,1
id_37872182f,362
id_37872b4c9,560
id_37916a407,157
id_379224c98,128
id_379aa9330,425
id_379c194d5,497
id_379edd7fc,533
id_37a1f850d,20
id_37a47004c,1
id_37b011dc9,169
id_37b3ef30e,546
id_37b44b122,224
id_37b63101c,138
id_37b9da59a,600
id_37be4c2b5,1
id_37c1a0b05,40
id_37d4d6ba7,116
id_37daeb75d,601
id_37db1e39d,76
id_37de938ee,130
id_37f0b887e,156
id_37f53060d,3
id_37f68d724,25
id_37f7a1183,1
id_37f914f61,157
id_37fb1a842,1
id_37fc344e2,34
id_37fc6e46e,1
id_3801d2a8a,1
id_380257db9,1
id_3803c98fd,40
id_3805e1de9,217
id_380704154,1
id_380764598,1
id_3807f2dde,1
id_380a0d21e,26
id_3811f9d74,156
id_38142b40a,458
id_3817ee5a4,13
id_381a66e0a,13
id_381a6ef34,47
id_381bad047,1
id_381dfa00c,217
id_381ee0c37,85
id_3823c5d24,200
id_38263582c,54
id_3829313ad,80
id_382c8d8eb,1
id_382e8a5e0,3
id_383624f2b,56
id_3837b8bb2,108
id_3839389db,1
id_3839389fc,1
id_383a1fb31,85
id_383e3a8ba,1
id_38453d5e9,530
id_3845a939b,224
id_3846b256f,602
id_384a2e2a7,302
id_384aa86c8,85
id_384c3be25,562
id_384e6869d,42
id_384ed46ac,56
id_384f53527,215
id_38513153b,211
id_3852ce194,16
id_3858d6e07,1
id_385c6d2d1,306
id_385e3c1a5,40
id_386598717,20
id_386612e2c,35
id_386a9f205,71
id_386ce16fb,479
id_386f8665f,238
id_38735b75b,207
id_3874e1e61,445
id_3877464b4,38
id_38779a9ae,1
id_387e4ffcb,253
id_387e5aeb5,69
id_388233d02,38
id_3886f3c6b,26
id_38874ecc7,578
id_388897bae,30
id_388ae0a88,1
id_38908b8e3,1
id_3892e4d85,1
id_389500840,245
id_389796340,1
id_389d79963,25
id_38a27f9b8,603
id_38a35cf14,465
id_38a72b674,228
id_38ac54394,317
id_38ac6c4e5,200
id_38b0fba82,26
id_38b465e92,154
id_38b5d2ee2,40
id_38ba3e3d6,38
id_38bf6d095,1
id_38c1e5e8b,18
id_38c486106,604
id_38c525de5,71
id_38c7e85dd,552
id_38cfc0c57,110
id_38d38a01d,414
id_38d4caf7a,1
id_38d9ae16c,34
id_38db19309,40
id_38ddb5fea,119
id_38ddc3a5d,106
id_38de44aca,1
id_38de4fe40,35
id_38e1e0d44,13
id_38e2bea2a,105
id_38e5661d2,1
id_38e56d740,26
id_38ee0e695,1
id_38f5a15b5,52
id_38f6a118a,116
id_38f8f4714,16
id_38f9b9ab9,1
id_39003bc34,53
id_390930cf2,1
id_3909bc084,271
id_390c19a12,9
id_390ed0c1c,228
id_391a009af,1
id_391cfae2a,79
id_3925b045a,124
id_3928d4dc3,53
id_392d04719,90
id_392d27653,1
id_392e7dba4,605
id_392f7e3c6,1
id_3930b74ed,1
id_3930e8cb0,339
id_39356c651,102
id_39378dc97,108
id_3937d806a,409
id_393a8af9b,205
id_394009be2,108
id_39434759b,1
id_39465237c,275
id_39470d61b,579
id_3947a81f4,12
id_394890b12,258
id_3948f32bf,398
id_394bd68db,52
id_394fabacd,1
id_3952662e9,1
id_395492e9d,1
id_39574d99f,218
id_395c91f65,1
id_3962b9e05,165
id_3965df40c,1
id_39684f975,20
id_396aa7d07,1
id_396b3e1d1,282
id_396ba511f,1
id_396ceea40,526
id_396e1b71a,291
id_396e3b66d,98
id_3973333f9,1
id_397b0054e,140
id_397bbee74,130
id_397ccde92,415
id_397df97bc,1
id_398301d79,30
id_398404a9d,565
id_39883a937,110
id_39886695c,10
id_398c7d8d7,47
id_398da265e,320
id_398e2d5d4,315
id_398fa2ee3,168
id_398fc92fd,186
id_39965d56b,1
id_399a02344,424
id_399f5ce64,325
id_39a0c38f1,54
id_39a3b7e8f,54
id_39a3d022f,1
id_39ac54795,18
id_39b274dde,310
id_39b709dd6,32
id_39b8dc2d6,1
id_39bcbab15,136
id_39bd9a216,1
id_39bf0787b,165
id_39bf1f26e,1
id_39cc1bc8d,606
id_39cde4e37,228
id_39d37f85c,378
id_39d68465c,24
id_39dd6c4cf,107
id_39de12797,445
id_39dfd364f,142
id_39e039696,181
id_39e062b93,458
id_39e1da416,1
id_39e293be4,69
id_39e30581e,20
id_39e391400,25
id_39e628864,20
id_39e9f74e9,122
id_39f320a0e,38
id_39f4cd1ef,51
id_39fe7c207,56
id_3a0500f1d,56
id_3a058a778,1
id_3a096d68a,1
id_3a0aa1565,35
id_3a0bc3b3e,52
id_3a0d1fb61,1
id_3a0edd393,443
id_3a137c53c,497
id_3a1519299,1
id_3a1719031,134
id_3a176042d,157
id_3a181a1d8,495
id_3a1889e21,174
id_3a1a0a94a,1
id_3a1b2c93d,54
id_3a1bf7d27,142
id_3a1c72296,231
id_3a1ca02eb,229
id_3a1dab241,13
id_3a1dbe81d,1
id_3a218481c,214
id_3a23c6a87,40
id_3a27288ca,116
id_3a2736816,42
id_3a2860dd7,310
id_3a2e737a3,141
id_3a309cc1b,14
id_3a31a6d62,34
id_3a3283d1d,12
id_3a3c30f0d,115
id_3a3d3c845,179
id_3a42b63c6,105
id_3a4497322,1
id_3a4616909,1
id_3a4780c6c,528
id_3a48c659c,1
id_3a49741b2,467
id_3a4b6e01d,166
id_3a4e34361,41
id_3a50e4e76,16
id_3a53b00fd,386
id_3a5c426cb,211
id_3a5da0491,1
id_3a60871f1,189
id_3a652fe72,54
id_3a69689f2,283
id_3a6b64518,413
id_3a6eb1a19,1
id_3a6f9d45c,1
id_3a708313c,1
id_3a70ea384,1
id_3a7206508,604
id_3a73977a5,53
id_3a73c01dd,1
id_3a767c028,34
id_3a76b1beb,217
id_3a7a4a98e,318
id_3a7c56043,1
id_3a7ecc6a1,105
id_3a7f3dd3c,40
id_3a812408a,1
id_3a89e1c0d,90
id_3a8cdae13,479
id_3a94cb51a,54
id_3a96a9b66,1
id_3a9c38d41,168
id_3a9d0708e,1
id_3a9e5d284,1
id_3aa3ff93c,594
id_3aa49aae3,20
id_3aad393c2,116
id_3ab03dc25,134
id_3ab0ca817,262
id_3ab637b56,56
id_3ab838955,607
id_3ab8b452b,1
id_3abc11ac6,104
id_3abea8244,51
id_3ac012408,52
id_3ac1f6f2e,104
id_3ac549827,606
id_3ac61b095,12
id_3aca75dbe,354
id_3acbf8fb2,608
id_3ace430ea,360
id_3ad5d803b,1
id_3adb2a455,450
id_3adfb27c9,205
id_3ae07721c,37
id_3ae33b603,38
id_3ae43d1e2,352
id_3ae4aaf26,1
id_3ae8bd332,10
id_3af1dbc0b,324
id_3af34e348,388
id_3af564c91,1
id_3af66bbf2,1
id_3af7b8f25,13
id_3b02491f7,142
id_3b03947eb,477
id_3b07fb246,103
id_3b0e5f682,91
id_3b0f3b3f0,26
id_3b0fd3222,126
id_3b1860da4,1
id_3b1cde612,494
id_3b1f4e9e1,427
id_3b20e243c,426
id_3b23eacce,528
id_3b245afef,1
id_3b266b5bb,1
id_3b274c801,10
id_3b2803bed,448
id_3b2f0d851,195
id_3b3464173,609
id_3b350e0b3,532
id_3b365e38d,1
id_3b37ed373,1
id_3b38caf80,110
id_3b3cb5575,47
id_3b435376c,53
id_3b4563b7b,399
id_3b45b6796,69
id_3b46d86d7,206
id_3b48ce200,134
id_3b490bbe7,162
id_3b4a88927,1
id_3b52b70e2,1
id_3b532be27,56
id_3b548dfee,291
id_3b548f093,231
id_3b55a7e8e,610
id_3b58a2855,80
id_3b5aa5bd6,1
id_3b5ec7535,526
id_3b6083abc,26
id_3b63029b4,13
id_3b63d35e4,1
id_3b68a5183,1
id_3b695601d,352
id_3b69a87bf,480
id_3b6a2b853,53
id_3b6c0b129,512
id_3b6c20b16,42
id_3b6ccede9,34
id_3b6f2bfd5,211
id_3b71da9c2,496
id_3b7842ae0,467
id_3b7dabff0,18
id_3b7f14f89,82
id_3b8721234,1
id_3b87872e0,98
id_3b897efd6,542
id_3b8c7bd50,1
id_3b8c966c4,1
id_3b8d44553,52
id_3b8eef739,80
id_3b91135e5,3
id_3b931406c,206
id_3b95bf7d5,124
id_3b97d7be8,16
id_3b9e197f5,122
id_3ba55ae89,20
id_3ba6b3bd4,1
id_3ba788ad4,415
id_3ba94c683,80
id_3baa39034,611
id_3bac3c80c,271
id_3bb0d2274,1
id_3bb24ff93,38
id_3bb2df1b6,1
id_3bb475efa,43
id_3bb49555d,346
id_3bb5d2f14,575
id_3bbd1642e,1
id_3bbe7067f,5
id_3bc08be09,340
id_3bc0c6e89,1
id_3bc9e2911,87
id_3bcbc342b,1
id_3bcdaf37f,211
id_3bcdfdd49,12
id_3bce062d1,168
id_3bd01d159,239
id_3bd411474,198
id_3bd4d86b2,549
id_3bd6d02ea,3
id_3bd739795,69
id_3bd834335,284
id_3bdd30a7c,1
id_3bdf5b296,304
id_3be7db971,31
id_3beb2cdb4,67
id_3bebe9a7c,1
id_3becf493a,483
id_3bf05f86a,409
id_3bf17aa09,116
id_3bf1dbc59,243
id_3bf448086,1
id_3bf53382b,414
id_3bf98c436,0
id_3bfae63b7,1
id_3bff71a58,33
id_3c02baaec,1
id_3c052b2aa,283
id_3c0af581a,495
id_3c0b60316,82
id_3c13b8dba,30
id_3c13d297e,116
id_3c140768d,514
id_3c16127b3,267
id_3c17080f5,321
id_3c18d6b86,1
id_3c19941de,20
id_3c1b7377b,188
id_3c1d4c9df,108
id_3c232ef1f,51
id_3c2f47be5,1
id_3c3326adb,450
id_3c3423a3d,397
id_3c37bd06c,409
id_3c3920d7d,1
id_3c3cbbb7a,289
id_3c3d55739,1
id_3c3ddf243,612
id_3c3eb40cf,51
id_3c408923a,276
id_3c41d58b2,261
id_3c41d5e21,52
id_3c4458133,1
id_3c4eb0360,53
id_3c4f7aeaf,13
id_3c5858afd,317
id_3c5f3d69c,98
id_3c605d21f,503
id_3c613dc3d,172
id_3c6146b7a,26
id_3c639f26a,136
id_3c63c5381,1
id_3c66c6126,262
id_3c68d259f,34
id_3c6a634a1,1
id_3c6eb6a5b,1
id_3c6f6e1b5,67
id_3c7056853,1
id_3c70f890f,47
id_3c7127684,12
id_3c74fb076,38
id_3c78210f8,203
id_3c7e0273d,5
id_3c7e30d83,349
id_3c80bc3ea,157
id_3c87e6253,123
id_3c8841d8f,56
id_3c8b6287a,324
id_3c9479f40,1
id_3c95a6cbe,1
id_3c9c1f09a,301
id_3c9d1d58b,148
id_3ca39787d,552
id_3ca638c45,374
id_3caa1f427,105
id_3caea99ec,20
id_3caf8805b,80
id_3cb559323,1
id_3cb695ded,184
id_3cb7fde32,1
id_3cbbf122a,523
id_3cbd31600,613
id_3cbd68fbe,111
id_3cc0942e5,3
id_3cc1dba76,168
id_3cc2030ef,1
id_3cc8165ff,1
id_3cc93b057,80
id_3cca8b1c1,47
id_3ccae4990,5
id_3ccb6c7a4,187
id_3ccb9fba4,47
id_3cd27e72d,52
id_3cd3de8dc,614
id_3cd814e6f,207
id_3cd829c57,258
id_3cde9617d,1
id_3cdf3f008,92
id_3ce5822a1,129
id_3ceccdce4,110
id_3cee6d96f,52
id_3cf16bb63,1
id_3cf479eeb,1
id_3cff2edb5,105
id_3d03b67a9,1
id_3d0480866,1
id_3d0a3eab3,1
id_3d0c63936,299
id_3d0d36e25,5
id_3d160c621,64
id_3d1720b9b,1
id_3d17b6218,615
id_3d1cf2ab7,136
id_3d22a88fb,26
id_3d2652653,1
id_3d2737e9c,1
id_3d286899a,16
id_3d2b6242a,302
id_3d2d175e7,157
id_3d2d1ee65,180
id_3d2e43725,1
id_3d30755fe,1
id_3d3078829,1
id_3d32305c5,578
id_3d352008f,212
id_3d3a97fff,593
id_3d3c50b45,287
id_3d3e6a8f3,80
id_3d4075010,25
id_3d40c19a1,1
id_3d46cbc77,1
id_3d46cf6ff,13
id_3d4828e96,92
id_3d49cddb3,25
id_3d4ec1226,52
id_3d56476df,425
id_3d5741456,38
id_3d5ac9b26,92
id_3d604b77b,563
id_3d664c66c,13
id_3d66e7b62,38
id_3d69d54bd,54
id_3d721311a,1
id_3d761f8bc,1
id_3d763d8d6,18
id_3d7a8baa7,136
id_3d7d24de8,1
id_3d8437d53,131
id_3d853341d,3
id_3d88c0694,1
id_3d8ad302c,178
id_3d8b3bd24,390
id_3d8b54861,160
id_3d8e56da6,191
id_3d8f20bc7,158
id_3d96198b4,53
id_3d99615a7,163
id_3d9d037d4,13
id_3d9edcad2,53
id_3da7b1218,352
id_3da988183,78
id_3dae06fb3,53
id_3daefd4a0,121
id_3db31f366,18
id_3db336242,52
id_3db3e802d,1
id_3db406d8b,89
id_3db5da9f6,370
id_3db72c97b,227
id_3dbbec4f5,262
id_3dc15cd11,434
id_3dc7e3cfb,63
id_3dc943fa7,238
id_3dcb96cfa,381
id_3dccd1875,351
id_3dd15c035,85
id_3dd36a40b,1
id_3dd9a2a3d,1
id_3ddc2238d,379
id_3ddf0d556,102
id_3de3180f0,238
id_3de422051,110
id_3de4f6441,1
id_3de59b5c0,28
id_3de78ab8a,251
id_3de962f3d,76
id_3deba777c,1
id_3dede2e9a,258
id_3df5d9dc2,1
id_3df6d9265,1
id_3df8c3650,268
id_3df8da20c,188
id_3e00366a1,1
id_3e010d519,52
id_3e04d88a6,53
id_3e05371ad,1
id_3e0911be7,47
id_3e0c38ad3,1
id_3e0ce353d,1
id_3e0df3312,359
id_3e0df4c27,87
id_3e111ab63,74
id_3e134e85a,1
id_3e1653dc5,460
id_3e1950c7b,197
id_3e1a7574d,1
id_3e20edaaf,85
id_3e24abe20,520
id_3e2623713,1
id_3e26f4aa4,56
id_3e2b6628c,13
id_3e30507e9,134
id_3e30e9e61,13
id_3e342b388,25
id_3e378c1ef,47
id_3e3820502,1
id_3e3a70292,157
id_3e3ca6907,345
id_3e40cd772,395
id_3e44b8f7c,189
id_3e46c41d4,52
id_3e478f72f,3
id_3e47bb339,1
id_3e4c6753e,173
id_3e4df8f38,1
id_3e54ba275,52
id_3e5523578,190
id_3e5558670,25
id_3e55a53aa,335
id_3e56fb2a2,476
id_3e5b94aee,1
id_3e5f6422f,185
id_3e5feacd0,1
id_3e63c3b51,160
id_3e6470255,402
id_3e65f4a2d,1
id_3e671cec1,352
id_3e6b5c652,90
id_3e6c450a1,537
id_3e6e6d804,218
id_3e6ff77dd,1
id_3e703f538,237
id_3e743f880,1
id_3e7478944,71
id_3e784bc12,26
id_3e7bb8859,531
id_3e7bdf7de,310
id_3e8155d5b,1
id_3e81d42b0,313
id_3e8661c4f,588
id_3e87961e9,1
id_3e8a33249,1
id_3e8f0c7fb,85
id_3e924c796,28
id_3e934f637,345
id_3e95ae5a9,329
id_3e96ab82b,5
id_3e986e89b,1
id_3e98fd117,616
id_3e9b4c49a,125
id_3e9b7329a,409
id_3e9edf3f3,79
id_3e9fa3bb2,1
id_3ea1f3481,37
id_3ea6020cc,216
id_3ea629b22,1
id_3ea64be98,1
id_3eaaf96fd,122
id_3eab8cdc7,1
id_3eb6b9968,13
id_3eb6c985b,105
id_3eb72f9b4,586
id_3eb8ac563,1
id_3eb8cf202,12
id_3ebc6a688,1
id_3ebd3cdb2,102
id_3ec2398ae,51
id_3ec55627d,13
id_3ec61f558,408
id_3ece55154,458
id_3ece5ebc6,406
id_3ece94690,5
id_3ecf9be04,286
id_3ed5c45d3,597
id_3ed724546,1
id_3ed729f97,1
id_3ed913a3c,237
id_3eda2cef3,268
id_3edd46f76,119
id_3ee4244a7,1
id_3ee631ca8,313
id_3ee669c95,526
id_3ee8bf56f,224
id_3ef348ac6,52
id_3ef8eb12a,168
id_3efc01935,599
id_3efcdf7cd,352
id_3eff6c944,13
id_3f02c64ef,459
id_3f0c160b5,459
id_3f0cdcbd2,13
id_3f1180ea0,13
id_3f1326a86,1
id_3f191cf5a,530
id_3f1a2ae4e,121
id_3f1ad22e3,325
id_3f1fa6ea7,1
id_3f1ffe793,162
id_3f2150efb,471
id_3f22474de,43
id_3f33e4d3c,278
id_3f3f06ca4,1
id_3f42ea3b9,181
id_3f449b8af,511
id_3f44e2d10,52
id_3f4a8327f,192
id_3f4ed025b,550
id_3f508059c,211
id_3f55aecd2,82
id_3f56e2a37,499
id_3f5ccd734,219
id_3f5cd2ff8,313
id_3f5ed2bd1,3
id_3f5f1dde3,26
id_3f5feec30,10
id_3f611b2d6,1
id_3f614292a,25
id_3f61d72ed,1
id_3f6597e57,80
id_3f675a3fe,64
id_3f676d028,1
id_3f67a428f,310
id_3f682d941,1
id_3f694a4d4,134
id_3f6969501,130
id_3f6a38419,354
id_3f6bb279f,597
id_3f6bb6016,395
id_3f6c7b5fe,16
id_3f6ca4cea,105
id_3f73ca7d3,10
id_3f76d1e8b,268
id_3f76db7f9,1
id_3f78b132c,1
id_3f7a1073c,28
id_3f7a33817,128
id_3f7b3d95a,164
id_3f7d12335,617
id_3f7da3a6e,269
id_3f844b035,53
id_3f87fe3ed,1
id_3f887054b,518
id_3f8fcaf3a,5
id_3f939b86a,161
id_3f9905b30,5
id_3f995f129,128
id_3f9cb1cdb,28
id_3fa42cd33,287
id_3fa516b2e,63
id_3fab80ce3,472
id_3fad71ede,613
id_3fb05e781,52
id_3fb6d72aa,13
id_3fb9cbcc8,32
id_3fb9e82a8,483
id_3fbba028a,105
id_3fbf49202,38
id_3fbfdb955,39
id_3fc39acd0,237
id_3fc9dfc20,9
id_3fce90c8b,1
id_3fd183c32,0
id_3fd61542e,35
id_3fd998ebb,1
id_3fda890c9,1
id_3fdaed7ca,119
id_3fdb68d92,1
id_3fdc97346,53
id_3fdf9bbc4,39
id_3fe7ceaa7,1
id_3fee587c3,35
id_3ff743e75,1
id_3ff88ac5e,1
id_3ffb0040a,269
id_3ffeb0d57,97
id_40002e332,1
id_400099617,514
id_40051b575,1
id_40056e572,1
id_4005e6a28,1
id_40072bf16,54
id_40080ecfa,13
id_400b5a2ae,69
id_400f2a177,238
id_400fcf9cd,122
id_4011fe9ee,114
id_4012e29bc,33
id_401326873,1
id_40147772f,86
id_4015b5b5f,319
id_40186104a,105
id_4018d9749,33
id_4019e077e,232
id_402187efd,1
id_402801c11,520
id_4028d7826,1
id_402bd7690,124
id_402d294fd,168
id_402e21361,14
id_40314fef0,122
id_40319c32a,618
id_4034807b2,518
id_403a9fab1,129
id_403ea4182,12
id_404443b0a,25
id_404806f2c,105
id_4048d4273,1
id_404db7913,80
id_404ea18b7,38
id_4050b0b0d,1
id_4051f6148,90
id_4054358b3,1
id_4055153a7,414
id_4056b5566,1
id_4059e629b,35
id_406131f68,168
id_40614895c,541
id_4061a403b,1
id_406a7bdd4,25
id_406b4d04e,1
id_406edcdfd,13
id_407293ea1,1
id_4076e11a3,328
id_407c00efa,1
id_407fa4c3a,1
id_408138d81,491
id_40831e39a,94
id_408384cb8,226
id_408674c37,559
id_408dc7c90,421
id_40987b1f0,40
id_4098ff475,56
id_409d79bef,81
id_40a96821d,25
id_40ad6e95c,136
id_40aeee1cc,164
id_40b063ac3,266
id_40b1be8ab,394
id_40b55f68d,52
id_40bb4fdc7,1
id_40bbcce44,104
id_40bcbdbd1,193
id_40c0b60ce,160
id_40c1c15ac,92
id_40c837193,25
id_40cb4edd4,63
id_40d16dfec,448
id_40d50147a,287
id_40d71fa44,170
id_40d7a5450,484
id_40d92624f,30
id_40d95dbe6,171
id_40dcff757,495
id_40dfa3718,25
id_40e0e3d4d,486
id_40e204e3f,569
id_40e251c06,165
id_40e2f657f,142
id_40e485ae0,3
id_40e8de3fb,35
id_40f45b55a,20
id_410361202,34
id_4104615be,49
id_410aa9600,1
id_4110fb671,213
id_4112f7e62,1
id_41197f5be,435
id_411a40cf0,13
id_411bbbda2,47
id_411bd742d,138
id_411d3adb1,506
id_411dbb65c,30
id_412140e64,292
id_4122f83eb,1
id_412609501,1
id_41288014f,25
id_412d1caa6,42
id_41345b586,116
id_413582469,40
id_41367b4b0,34
id_4137d6f0f,1
id_413821a9a,1
id_413a2e6e3,1
id_413bd9e67,13
id_413e295a6,47
id_413f8ae38,149
id_4143717ed,13
id_414b48fcf,317
id_41569d0a7,10
id_4156cac07,24
id_4157cd98a,205
id_415a06f37,80
id_415f96700,205
id_416558b25,258
id_4165a772d,47
id_41686c3b2,261
id_416a1f977,110
id_416ba6804,1
id_416bee43e,1
id_41700725f,1
id_4173454ad,47
id_4178e3e76,448
id_417bf7970,341
id_417c3850d,102
id_417f1d550,400
id_417f51e1e,236
id_417ff4322,1
id_418057390,262
id_4181eaf01,185
id_41825f260,452
id_4182b5454,280
id_418311857,1
id_41896dcbe,1
id_418a8d3d6,499
id_418c7f90d,54
id_418d7da77,28
id_4190248f9,1
id_41929f94c,189
id_419484727,341
id_419628994,105
id_419710472,1
id_4199fa14a,1
id_419a1f166,27
id_419ad846e,30
id_419b37441,191
id_41a01517e,1
id_41a081936,310
id_41a10a3b8,13
id_41a7720e2,1
id_41ac6e93f,40
id_41ac7e56a,71
id_41ad93e62,7
id_41b16ea5b,1
id_41b702fe3,131
id_41b7cd0f3,102
id_41b92dfd7,456
id_41ba1d358,47
id_41bc66a97,5
id_41be34747,1
id_41befdaa6,158
id_41c52c3c5,1
id_41c62f9a8,25
id_41cea8a22,54
id_41d024c68,182
id_41d08cb77,1
id_41d0ab35a,1
id_41d18720c,1
id_41d2666ae,47
id_41d50549d,1
id_41d842dbd,128
id_41dbd77c8,28
id_41dc7125b,619
id_41dcc8c84,34
id_41e2fe1c8,26
id_41e87c0f7,47
id_41e90d270,268
id_41e936f90,157
id_41e9cd6ea,3
id_41ec73562,301
id_41ee8af98,1
id_41f18c45a,405
id_41f4cb92a,54
id_41f52c864,1
id_41f7ba8b1,128
id_41fa0b540,109
id_41faefb44,105
id_41fd1c5d8,226
id_4201c13e0,248
id_420fcda02,28
id_421099373,1
id_42113397f,620
id_4211c619f,80
id_4213f2f28,157
id_42147e33e,168
id_4217382cd,1
id_42182ebbb,56
id_421e33be2,1
id_42215c7fd,5
id_4222cd525,16
id_4224eac13,1
id_4225fddf4,52
id_422b1e223,616
id_422b8bd36,10
id_423158167,110
id_423483d4e,5
id_423846405,3
id_4238bcb52,1
id_423b7fc49,30
id_4240e561e,112
id_4243be3e5,38
id_42446f6c2,42
id_424611620,1
id_424778b5c,461
id_424924186,168
id_4249b6a05,1
id_424dedb9b,13
id_424ffcc83,1
id_42522325b,191
id_4254fb6a1,369
id_42568ddae,13
id_425767fe6,1
id_42579610f,456
id_4257c8753,0
id_4257cd1f9,1
id_425813173,28
id_425898414,138
id_4258af3e8,403
id_425ac6610,497
id_425b2bdc9,10
id_425df5c87,1
id_42650c0fc,141
id_426d878ff,34
id_426dbeafb,49
id_4270f6ffd,69
id_4276d9359,621
id_42771e7ec,10
id_427837c64,1
id_4279e260c,20
id_428045b70,35
id_42810798a,1
id_428daf565,5
id_4290e0c36,205
id_42916ed32,1
id_42934676a,1
id_4295cc64b,7
id_429628a3a,121
id_42982f5ee,183
id_42991982f,1
id_42994c716,171
id_429959653,27
id_4299ca762,31
id_429acd945,229
id_42a08fc1f,3
id_42a1eb4b2,234
id_42a2e40b6,184
id_42a605c73,168
id_42ab1467f,25
id_42ac24281,1
id_42b12490f,348
id_42b1b6eb8,294
id_42b4bbe9c,30
id_42b4e58b7,342
id_42b5c92b1,82
id_42b8499f0,119
id_42b85a1c3,12
id_42b8e5457,28
id_42b94c29f,136
id_42b9dc3d9,1
id_42ba5fef8,212
id_42bc901f5,53
id_42c027d85,1
id_42c12a37b,54
id_42ce5c927,28
id_42d56ea88,448
id_42d71a173,88
id_42de1d940,40
id_42deca93b,243
id_42e54d270,5
id_42e732e6c,273
id_42e7ca25c,38
id_42e83bb0b,228
id_42e880a19,165
id_42e898a2c,157
id_42eb2e58e,189
id_42f013f12,379
id_42f3c0c46,1
id_42fad2150,13
id_42fbb5f0f,181
id_42fe2b959,1
id_42feb07c0,1
id_430034d62,552
id_4301a08b5,1
id_4302b5cc8,54
id_43034aa1a,169
id_43068634a,13
id_4306bf8da,1
id_43073f8ff,258
id_4307be3fb,91
id_4308c6e0b,110
id_430ae7323,228
id_43133cc48,142
id_43165276a,169
id_431e69163,53
id_43243f2b2,102
id_4328f48cf,35
id_43296b2fe,168
id_432ccf415,92
id_43328c06c,158
id_4335eff67,1
id_4336f2b12,107
id_433ff5ac9,97
id_4341645f9,16
id_4345d83c6,458
id_434694c8f,98
id_434777370,132
id_434816724,1
id_4348e47d9,308
id_434991d22,52
id_4349ba15c,169
id_434a29780,194
id_434fe38d7,1
id_43514b79b,461
id_435265299,285
id_4357e773e,72
id_4359d700e,282
id_435b67980,20
id_435d9fb98,64
id_436366dde,1
id_43709de40,262
id_43785d951,70
id_4378bf9e9,76
id_437bb2075,79
id_437ed6c9a,1
id_4386e99fa,448
id_43887ae2f,107
id_438af6db6,157
id_438f79667,264
id_4391d08c9,1
id_43960639d,3
id_4396bdb8b,1
id_4397ab940,1
id_43a2846c0,352
id_43a69a3b8,205
id_43a7b6f3a,1
id_43a9b66a4,174
id_43aae14c5,92
id_43ace2d17,47
id_43af4d731,346
id_43afa3a8e,1
id_43b22253d,230
id_43b6cafa4,302
id_43b80ceb7,1
id_43b9c2c7f,71
id_43ba5fd1e,564
id_43babad8c,1
id_43bb19f20,622
id_43bb6857a,0
id_43bc0d9d9,38
id_43c06f623,1
id_43cd1152b,92
id_43cda2218,79
id_43cf42902,228
id_43d092a06,54
id_43d0f3c99,38
id_43d102f57,112
id_43d2984bf,1
id_43d39536d,16
id_43d463770,604
id_43d8deeb5,1
id_43d97287a,30
id_43e30c6ac,131
id_43e36df24,1
id_43e3e5a11,5
id_43e514b2b,112
id_43e7b8dc0,3
id_43f177f2f,302
id_43f3dd52f,1
id_43f58891c,1
id_43fb73b3e,1
id_43fe60f26,1
id_43fec9202,40
id_4403035ab,297
id_440634bb0,28
id_440690267,108
id_440ec9af2,56
id_440ee8201,1
id_4413fb8ab,302
id_4418bb6b2,76
id_441b3e0c3,181
id_441c0b4ba,147
id_441f0ddc8,1
id_441f9408c,13
id_442107446,51
id_442264694,308
id_4424bed1d,393
id_442982953,43
id_442bc0ecd,5
id_443343f65,169
id_44352cf03,344
id_443756354,1
id_44387dd2f,134
id_443b09a53,341
id_443b0f9bd,287
id_443d20bf3,598
id_443fb4949,76
id_444034e9f,31
id_4448b53ce,529
id_4449c774a,179
id_444ea82f8,1
id_445684f8b,157
id_4456d4eae,123
id_44574426f,397
id_445b621b8,80
id_445f56faa,509
id_44601ea9f,1
id_44621cb9c,37
id_4465ce492,142
id_446696a54,250
id_44670bf49,405
id_4468f8612,1
id_446927692,1
id_44709f0d1,113
id_447604cdb,623
id_4480ee788,1
id_448391e00,1
id_4485c9a03,122
id_448b55ef9,35
id_44942d7fb,520
id_4496a11f5,181
id_4496b120d,1
id_449992f4a,1
id_449aad59e,1
id_449e28dfe,114
id_449fd60ae,334
id_44a898cdd,26
id_44aadb49e,1
id_44abd66f6,1
id_44ac4a95e,35
id_44adacb3b,1
id_44b09a688,54
id_44b10bb63,324
